OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
CPA3	GATA2	UP	pazar	mouse, Mus musculus;	Pazar_rare;
CPD	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
CPD	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
CPOX	GATA1	UP	pazar	human, Homo sapiens	;
CPOX	SP1	UP	trrd;	hUman, Homo sapiens; Mus musculus	S2974; S5542;
CPT1B	GATA4	UP	TRRD	rat, Rattus norvegicus	S9284;
CPT1B	MEF2A	UP	trrd	rat, Rattus norvegicus;	S9282;
CPT2	NR2F1	DOWN	trrd	human, Homo sapiens;	S8879;
CR2	JUN	UP	trrd;	human, Homo sapiens;	S9967;
CR2	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;10644343
CR2	RBPJ	UP	Pubmed	mouse, Mus musculus;	;10644343
CRAT	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
CREB1	CREB1	UP	trrd;	human, Homo sapiens;	S10596;
CRH	NR3C1	DOWN	pazar	hUman, Homo sapiens;	;
CRMP1	CEBPA	UP	Pubmed	;homo sapiens	18524846;
CRMP1	SP1	DOWN	Pubmed	;homo sapiens	;18524846
CRYGB	JUN	UP	trrd;	rat, Rattus norvegicus	S8526;
CSDA	E2F1	UP	Pubmed	;homo sapiens	;15313206
CSDA	MYC	UP	Pubmed	human, Homo sapiens;	;12747840;
CSDE1	MYC	DOWN	Pubmed	human, Homo sapiens	;12747840;
CSF1	NFKB1	UP	Pubmed	mouse, Mus musculus;	;7583532;
CSF1	NOTCH1	DOWN	Pubmed	mouse, Mus musculus;	;12411305
CSF1	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;12411305
CSF2	ETS1	UP	trrd;	human, Homo sapiens	S10582;
CSF2	JUN	UP	trrd;	human, Homo sapiens;	S2281;
CSF2	NFKB1	UP	trrd	human, Homo sapiens	S3431;
CSF2	REL	UP	trrd	human, Homo sapiens	S3431;
CSF2	RELA	UP	trrd	human, Homo sapiens	S3431;
CSH1	FOXM1	DOWN	NfiRegulomeDB	human, Homo sapiens	;
CSH1	POU1F1	UP	NfiRegulomeDB	human, Homo sapiens	;
CSH1	RFX1	DOWN	NfiRegulomeDB	hUman, Homo sapiens;	;
CSH1	SP1	UP	NfiRegulomeDB	hUman, Homo sapiens;	;
CSH1	TFAP2A	UP	NfiRegulomeDB	human, Homo sapiens;	;
CSN1S1	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
CSN1S1	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
CSN2	STAT5A	UP	Pubmed	mouse, Mus musculus;	;18583090
CSN2	STAT5B	UP	Pubmed	mouse, Mus musculus;	;18583090
CSNK2A1	ETS1	UP	trrd;	human, Homo sapiens	S6725;
CSNK2A1	NFKB1	UP	trrd	human, Homo sapiens	S6724;
CSNK2A1	SP1	UP	trrd;	hUman, Homo sapiens;	S6722;
CSRP2	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
CST4	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
CTBP2	SOX6	DOWN	Pubmed	;mus musculus	;11504872
CTGF	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12200448
CTGF	FOXO1	UP	Pubmed	mouse, Mus musculus;	;17254969
CTGF	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;12200448
CTNNA2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
CTNNB1	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
CTNNB1	JUN	UP	Pubmed	;homo sapiens; mus musculus; rattus norvegicus	;14706452
CTNNB1	SMAD7	UP	Pubmed	rat, Rattus norvegicus; mus musculus	;1568439;15684397;
CTNNB1	TCF7L2	UP	Pubmed	;homo sapiens; mus musculus; rattus norvegicus	;14706452
CTNNB1	TP53	DOWN	Pubmed	human, Homo sapiens;	;11564862
CTNNBIP1	E2F1	UP	Pubmed	;homo sapiens	; 21532622
CTNND2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
CTNND2	E2F1	UP	Pubmed	;homo sapiens	;18302937
CTNND2	HES1	DOWN	Pubmed	;homo sapiens	;21106062
CTR9	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
CTSD	SP1	UP	trrd;	hUman, Homo sapiens;	S7124;
CTSE	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
CTSE	GATA1	UP	Pubmed	human, Homo sapiens	;11322887
CTSE	SPI1	UP	Pubmed	;homo sapiens; mus musculus	;11322887
CTSE	YY1	DOWN	Pubmed	;homo sapiens; mus musculus	;11322887
CTSG	SPI1	DOWN	pazar	hUman, Homo sapiens;	;
CTSL1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
CX3CL1	GLI1	DOWN	Pubmed	mus musculus;	;19095649
CXCL1	NFKB1	UP	trrd	human, Homo sapiens	S206;
CXCL12	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;16132617
CXCL14	GLI1	UP	Pubmed	mus musculus;	;19095649
CXCL2	NFKB1	UP	trrd	mouse, Mus musculus;	S7912;
CXCL2	RELA	UP	trrd	mouse, Mus musculus;	S7912;
CXCL2	RELB	UP	trrd	mouse, Mus musculus;	S7912;
CXCL3	NFKB1	UP	Trrd	human, Homo sapiens	S210;
CXCL6	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617
CXCL9	STAT1	UP	Pubmed	mouse, Mus musculus;	;12403783
CXCR4	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
CXCR4	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
CXCR4	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
CXCR4	YY1	DOWN	Pubmed	;homo sapiens	;11145693
CYBB	SPI1	DOWN	pazar	human, Homo sapiens;	;
CYCS	CTNNB1	DOWN	Pubmed	mouse, Mus musculus;	;12907606
CYCS	TCF7L2	DOWN	Pubmed	mouse, Mus musculus;	;12907606
CYP11A1	NR5A1	UP	Pubmed	hUman, Homo sapiens;	S2674; 8026494
CYP11A1	SP1	UP	trrd;	human, Homo sapiens;	S3302;
CYP11B1	NR5A1	UP	trrd;	mouse, Mus musculus;	S5191;
CYP17A1	NR2F1	DOWN	trrd	rAt, Rattus norvegicus	S3972;
CYP17A1	NR5A1	UP	NfiRegulomeDB	;homo sapiens	;
CYP17A1	SMAD3	DOWN	Pubmed	;homo sapiens	;17786540
CYP17A1	SP1	UP	trrd;	human, Homo sapiens;	S8633;
CYP17A1	SP3	UP	trrd	hUman, Homo sapiens;	S8633;
CYP19A1	CREB1	UP	trrd;	rat, Rattus norvegicus	S3297;
CYP19A1	NR2F1	DOWN	trrd	hUman, Homo sapiens;	S4316;
CYP19A1	NR5A1	UP	trrd;	hUman, Homo sapiens;	S3313;
CYP1A2	HNF1A	UP	Pubmed	mouse, Mus musculus;	;14599559
CYP21A2	NR5A1	UP	trrd;	human, Homo sapiens;	S8338;
CYP24A1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
CYP26A1	CTNNB1	UP	Pubmed	zebra fish; mouse; human	;16885356
CYP26A1	SP3	UP	trrd	mouse, Mus musculus;	S9756;
CYP26A1	TCF7L2	UP	Pubmed	zebra fish; mouse; human	;16885356
CYP27A1	ETS2	UP	trrd;	rat, Rattus norvegicus	S6439;
CYP27A1	HNF1A	UP	Pubmed	;rattus norvegicus	;10528998
CYP27A1	SP1	UP	trrd;	rAt, Rattus norvegicus	S6441;
CYP2A5	HNF1A	UP	Pubmed	;mus musculus	;15115437
CYP2A5	HNF4A	UP	Pubmed	;mus musculus	;15115437
CYP2B6	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15471898
CYP2E1	HNF1A	UP	Pubmed	;homo sapiens	;12604681
CYP4A14	PPARA	UP	Pubmed	mouse, Mus musculus;	;18189363
CYP4A31	PPARA	UP	Pubmed	rat, Rattus norvegicus	;18222077;
CYP4F2	SREBF1	UP	Pubmed	;homo sapiens	;17142457
CYP4F2	SREBF2	UP	Pubmed	;homo sapiens	;17142457
CYP7A1	NR1H2	UP	Pubmed	rat, Rattus norvegicus	;12917410
CYP7A1	NR1H3	UP	Pubmed	rat, Rattus norvegicus	;12917410
CYP7A1	NR2F2	UP	trrd	rAt, Rattus norvegicus	S2154;
CYP7B1	NR1H2	DOWN	Pubmed	mouse, Mus musculus;	;18055760
CYP7B1	NR1H3	DOWN	Pubmed	mouse, Mus musculus;	;18055760
CYP8B1	SREBF1	UP	Pubmed	;homo sapiens; mus musculus; rattus norvegicus	;15249218
CYP8B1	SREBF2	DOWN	Pubmed	;rattus norvegicus	;11741989
CYR61	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
CYR61	SMAD2	UP	Pubmed	;homo sapiens	;16616811
CYR61	SMAD3	UP	Pubmed	;homo sapiens	;16616811
CYR61	SMAD4	UP	Pubmed	;homo sapiens	;16616811
DAAM1	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
DAAM1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
DAP3	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
DAPK1	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
DAPK2	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;18957423
DAPK2	E2F1	UP	Pubmed	;homo sapiens	;18521079
DAPK2	KLF6	UP	Pubmed	;homo sapiens	;18521079
DAPK2	SP1	UP	Pubmed	;homo sapiens	;18521079
DAPK2	TCF7L2	DOWN	Pubmed	hUman, Homo sapiens;	;18957423
DARC	SP1	UP	trrd;	human, Homo sapiens;	S2815;
DARS2	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
DBF4	E2F1	UP	Pubmed	;homo sapiens	;18503552
DBH	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
DBH	EGR1	DOWN	pazar	rat, Rattus norvegicus	pazar_pleiades_20100814;
DBH	REPIN1	DOWN	pazar	human, Homo sapiens;	;
DBH	SP1	UP	trrd;	hUman, Homo sapiens;	S10151;
DBI	AR	UP	Pubmed	human, Homo sapiens;	8634149;
DCAF6	AR	UP	Pubmed	human, Homo sapiens;	17984071;
DCAF6	SP1	UP	Pubmed	hUman, Homo sapiens;	;17984071
DCN	FOXO1	UP	Pubmed	human, Homo sapiens	;16690806;
DCT	CREB1	UP	Pubmed	human, Homo sapiens;	;1999537
DCT	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12032083
DCT	LEF1	UP	Pubmed	human, Homo sapiens	;1999537;
DCT	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
DCT	PAX3	DOWN	Pubmed	human, Homo sapiens;	;1999537;
DCT	SOX10	DOWN	Pubmed	human, Homo sapiens;	;1999537
DDB2	E2F1	UP	Pubmed	;mus musculus	;17173070
DDB2	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
DDC	HNF1A	UP	Pubmed	;rattus norvegicus	;8626808
DDT	AR	UP	Pubmed	human, Homo sapiens;	17553165;
DDX17	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
DDX18	MYC	UP	Pubmed	human, Homo sapiens;	;12747840;14519204
DDX5	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504
DDX6	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
DEFA5	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
DES	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
DGKE	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
DHCR7	SP1	UP	trrd;	rAt, Rattus norvegicus	S9059;
DHCR7	SREBF1	UP	Pubmed	mouse, Mus musculus;	;11279217
DHFR	E2F1	UP	Pubmed	;homo sapiens; mus musculus	;8441401; 8816912; 10597240; 10336493
DHX15	AR	UP	Pubmed	human, Homo sapiens;	11867260;
DIABLO	E2F1	UP	Pubmed	;homo sapiens	;16617145; 18660514
DIABLO	PAWR	UP	Pubmed	;homo sapiens	;18660514
DIAPH1	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
DIO2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
DIO2	JUN	DOWN	trrd;	human, Homo sapiens;	S6890;
DIO2	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
DIO3	GLI2	UP	Pubmed	mouse, Mus musculus;	;17720805
DIRAS3	E2F1	DOWN	Pubmed	;homo sapiens	;16638845; 16158053
DIRAS3	E2F4	DOWN	Pubmed	;homo sapiens	;16638845; 16158053
DKK1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430; 15592505
DKK1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
DKK1	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
DKK1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;15592430; 15592505
DKK1	TP53	UP	Pubmed	hUman, Homo sapiens;	;10777218
DKK2	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
DKK4	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;18408752
DLD	ETS1	UP	trrd;	mouse, Mus musculus;	S9753;
DLD	GABPA	UP	pazar;	mouse, Mus musculus;	Pazar_oreganno;
DLEU1	MYC	DOWN	Pubmed	human, Homo sapiens	;12747840;12808131;
DLEU2	MYC	DOWN	Pubmed	human, Homo sapiens;	;12747840;12808131
DLK1	E2F1	UP	Pubmed	;mus musculus	;19874716
DLK1	EGR1	UP	trrd;	rat, Rattus norvegicus	S6707;
DLK1	RBPJ	DOWN	Pubmed	human, Homo sapiens;	;18375046
DLK1	SP1	UP	trrd;	rAt, Rattus norvegicus	S6710;
DLK1	SP3	UP	trrd	rAt, Rattus norvegicus	S6710;
DLL1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15545629
DLL1	LEF1	UP	Pubmed	mouse, Mus musculus;	;15545629
DLL4	HIF1A	UP	Pubmed	human, Homo sapiens	;16204037
DLL4	NOTCH4	UP	Pubmed	human, Homo sapiens;	;12814948
DLL4	RBPJ	UP	Pubmed	human, Homo sapiens;	;12814948
DLX3	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
DLX3	SMAD1	UP	Pubmed	mouse, Mus musculus;	;11788714;
DLX3	SMAD4	UP	Pubmed	mouse, Mus musculus;	;11788714;
DLX4	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
DLX5	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
DMP1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;19213727
DMP1	GLI1	DOWN	Pubmed	mus musculus;	;19095649
DMP1	SMAD2	UP	Pubmed	;mus musculus	;12489180
DMP1	SMAD3	UP	Pubmed	;mus musculus	;12489180
DMP1	SMAD4	UP	Pubmed	;mus musculus	;12489180
DNAJB1	MYC	UP	Pubmed	human, Homo sapiens	;11983916
DNAJB4	YY1	UP	Pubmed	;homo sapiens	;15782117
DNAJB9	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
DNER	GLI1	UP	Pubmed	mus musculus;	;19095649
DNMT1	CDKN1A	DOWN	Pubmed	;homo sapiens	19275888;
DNMT1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12538344
DNMT1	E2F1	UP	Pubmed	;homo sapiens; mus musculus	;15867357; 17575144
DNMT1	EP300	UP	Pubmed	;homo sapiens	;19275888
DNMT1	SP1	UP	trrd;	mouse, Mus musculus;	S9325;
DPAGT1	STAT5A	UP	Pubmed	mouse, Mus musculus;	;12649593;
DPAGT1	STAT5B	UP	Pubmed	mouse, Mus musculus;	;12649593;
DPEP1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
DPY30	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
DRAM1	E2F1	UP	Pubmed	;homo sapiens	;18408756
DRD1	TFAP2A	UP	pazar	human, Homo sapiens;	;
DRD2	KLF16	DOWN	pazar	rat, Rattus norvegicus	0
DRG2	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
DSP	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
DSP	LEF1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
DSPP	DLX5	UP	Pubmed	;mus musculus	;20843790
DSPP	MSX2	DOWN	Pubmed	;mus musculus	;20843790
DSPP	RUNX2	UP	Pubmed	;mus musculus	;20843790
DSPP	SMAD1	UP	Pubmed	;mus musculus	;20843790
DSPP	SMAD2	UP	Pubmed	;mus musculus	;12489180
DSPP	SMAD3	UP	Pubmed	;mus musculus	;12489180
DSPP	SMAD4	UP	Pubmed	;mus musculus	;12489180
DSPP	SMAD5	UP	Pubmed	;mus musculus	;20843790
DST	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
DST	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
DTL	E2F1	UP	Pubmed	;homo sapiens	;18213392
DTX1	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;10933396;9881968;15356142
DTX1	RBPJ	UP	Pubmed	mouse, Mus musculus;	;10933396;9881968;15356142
DUSP1	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
DUSP1	E2F1	UP	Pubmed	;homo sapiens	;17638884; 17471234
DUSP1	MYC	DOWN	Pubmed	human, Homo sapiens	;14519204
DUSP1	TP53	UP	Pubmed	human, Homo sapiens;	;12890671
DUSP4	FOXO1	DOWN	Pubmed	human, Homo sapiens	;12351634;
DUSP6	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
DYNC1I1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
DYRK1A	E2F1	UP	Pubmed	;homo sapiens	;18366763
E2F1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;19900401
E2F1	E2F1	UP	Pubmed	mouse, Mus musculus;homo sapiens	;7958836; 14576826
E2F1	E2F2	UP	Pubmed	;homo sapiens	;7958836
E2F1	E2F3	UP	Pubmed	;homo sapiens	;7958836; 14576826
E2F1	E2F4	DOWN	Pubmed	;homo sapiens	;14576826
E2F1	E2F6	DOWN	Pubmed	;homo sapiens	; 18562691
E2F1	ESR1	UP	Pubmed	human, Homo sapiens;homo sapiens	;20215421
E2F1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
E2F1	HES1	DOWN	Pubmed	;homo sapiens	;15467735
E2F1	LEF1	UP	Pubmed	;homo sapiens	;17980157
E2F1	MYC	UP	Pubmed	human, Homo sapiens;homo sapiens	;19603422
E2F1	NFYA	UP	Pubmed	;mus musculus	;20952509
E2F1	NR4A1	UP	Pubmed	;homo sapiens	;12947120
E2F1	SP1	UP	trrd;	mouse, Mus musculus;	S1784;
E2F1	THRA	UP	Pubmed	;homo sapiens	;12511608
E2F1	THRB	UP	Pubmed	;homo sapiens	;12511608
E2F3	MYC	UP	Pubmed	rat, Rattus norvegicus	;10779353
E2F6	E2F1	UP	Pubmed	;homo sapiens	;16107498
EBF1	CEBPB	UP	Pubmed	;mus musculus	17060461;
EBF1	CEBPD	UP	Pubmed	;mus musculus	17060461;
EBP	HNF4A	UP	Pubmed	;homo sapiens	;12855700
EBP	SREBF2	UP	Pubmed	hUman, Homo sapiens;	;12855700
ECM1	CTNNB1	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;12782598;15642117
ECT2	CUX1	DOWN	Pubmed	;homo sapiens	;19015243
ECT2	E2F1	UP	Pubmed	;homo sapiens	;19015243
EDN1	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
EDN1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15558022
EDN1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
EDN1	JUN	UP	Pubmed	;homo sapiens	16740983;
EDN1	SMAD3	UP	Pubmed	;homo sapiens	;16740983; 17376964
EDN1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;15558022
EDN3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
EEF2	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
EFEMP1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
EFNA1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
EFNB2	GLI1	UP	Pubmed	mus musculus;	;19095649
EGF	YY1	UP	Pubmed	;mus musculus	;9687156
EGFR	EGR1	UP	Pubmed	human, Homo sapiens;	;11830539
EGFR	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
EGFR	SP1	UP	trrd;	human, Homo sapiens;	S1310;
EGFR	TP53	UP	Pubmed	human, Homo sapiens;	;8152794
EGR1	E2F1	UP	Pubmed	;homo sapiens	;19276347
EGR1	ETS1	UP	trrd;	mouse, Mus musculus;	S1534;
EGR1	RELA	DOWN	Pubmed	human, Homo sapiens	;19276347;
EGR2	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
EI24	MYC	UP	Pubmed	human, Homo sapiens	;11983916
EI24	TP53	UP	pazar	mouse, Mus musculus;	pazar_pleiades;
EIF3B	MYC	UP	Pubmed	human, Homo sapiens	;11983916;
EIF3C	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
EIF4B	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
EIF4E	MYC	UP	Pubmed	human, Homo sapiens;	;14519204
EIF4G1	FOXO1	UP	Pubmed	human, Homo sapiens	;18301748
EIF5	MYC	UP	Pubmed	human, Homo sapiens	;11983916
EIF5B	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
ELA1	PDX1	UP	trrd	rAt, Rattus norvegicus	S8592;
ELANE	ETS1	UP	trrd;	mouse, Mus musculus;	S3251;
ELANE	GABPA	UP	pazar;	mouse, Mus musculus;	Pazar_Stat_lit;
ELF3	NFKB1	UP	Pubmed	human, Homo sapiens	;12746898;
ELF3	RELA	UP	Pubmed	human, Homo sapiens	;12746898;
ELF4	E2F1	UP	Pubmed	;homo sapiens	; 20805247
ELF4	TP53	DOWN	Pubmed	;homo sapiens	; 20805247
ELK1	EGR1	UP	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
ELK3	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
ELK3	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
ELOVL5	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
ELOVL5	PPARA	UP	Pubmed	human, Homo sapiens; Mus musculus	;16564093;
ELOVL5	SREBF1	UP	Pubmed	mouse, Mus musculus;	;19136075
ELOVL6	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
ELOVL6	PPARA	UP	Pubmed	human, Homo sapiens; Mus musculus	;16564093;
ELOVL6	SREBF1	UP	Pubmed	;mus musculus	;18226595
EMB	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
EMP1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
EMX2	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;17693601
ENC1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;11691783
ENC1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;11691783
ENDOU	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
ENHO	NR1H2	DOWN	Pubmed	mouse, Mus musculus;	;19041763
ENHO	NR1H3	DOWN	Pubmed	mouse, Mus musculus;	;19041763
ENO1	HIF1A	UP	Pubmed	human, Homo sapiens;	;8955077
ENO1	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;1451920411983916;11085504;1451920411085504;
ENPP1	MSX2	UP	Pubmed	;mus musculus	;20803545
ENPP1	RUNX2	UP	Pubmed	;mus musculus	;20803545; 19049325
ENPP2	CTNNB1	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15592430;15642117
EP300	EGR1	UP	Pubmed	human, Homo sapiens	;18798221
EPB41L4A	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;10874211
EPB42	GATA1	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
EPCAM	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;18006828
EPCAM	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;18006828
EPHA2	TP53	UP	Pubmed	mouse, Mus musculus;	;11641774
EPHB2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12408869
EPHB2	LEF1	UP	Pubmed	mouse, Mus musculus;	;12408869
EPHB2	TCF7	UP	Pubmed	mouse, Mus musculus;	;12408869
EPHB3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598;12408869
EPHB3	LEF1	UP	Pubmed	hUman, Homo sapiens;	;12782598;12408869
EPHB3	TCF7	UP	Pubmed	hUman, Homo sapiens;	;12782598;12408869
EPO	GATA1	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
EPO	GATA2	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
EPO	NR2F1	DOWN	trrd	human, Homo sapiens;	S1401;
EPO	SMAD3	UP	Pubmed	human, Homo sapiens;	;14741200;
EPO	SMAD4	UP	Pubmed	human, Homo sapiens;	;14741200;
EPOR	GATA1	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
EPOR	SP1	UP	trrd;	mouse, Mus musculus; Homo sapiens	S2372; S227;
EPRS	MYC	UP	Pubmed	human, Homo sapiens	;11983916
ERBB2	RBPJ	UP	Pubmed	human, Homo sapiens;	;9162037
ERBB2	TFAP2A	UP	Pubmed	human, Homo sapiens;homo sapiens	;15870067
ERBB2	YY1	UP	Pubmed	;homo sapiens	;15870067
ESR1	RUNX2	DOWN	Pubmed	;homo sapiens	;17350616
ESR1	STAT5A	UP	Pubmed	rAt, Rattus norvegicus	;11731618;
ESR1	STAT5B	UP	Pubmed	rAt, Rattus norvegicus	;11731618;
ETV5	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
ETV6	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
EVPL	SP1	UP	trrd;	hUman, Homo sapiens;	S5667;
EXOSC6	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
EXOSC8	MYC	UP	Pubmed	human, Homo sapiens	;12747840
EZH2	TP53	DOWN	Pubmed	human, Homo sapiens;	;15208672
F10	GATA4	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
F10	SP1	UP	trrd;	hUman, Homo sapiens;	S5998;
F10	SP3	UP	trrd	hUman, Homo sapiens;	S5999;
F13A1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
F13A1	GATA1	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
F13A1	SP1	UP	trrd;	hUman, Homo sapiens;	S4077;
F2	FOXA2	UP	Pubmed	;homo sapiens	;12911579
F2	HNF4A	UP	Pubmed	;homo sapiens	;12911579
F2	SP1	UP	Pubmed	;homo sapiens	;12911579
F2	SP3	UP	Pubmed	human, Homo sapiens;homo sapiens	;12911579
F3	EGR1	UP	trrd;	human, Homo sapiens	S5884;
F3	NFKB1	UP	Pubmed	human, Homo sapiens	;12746898;11057875;
F3	RELA	UP	Pubmed	human, Homo sapiens	;12746898;11057875;
FA2H	GLI1	UP	Pubmed	mus musculus;	;19095649
FABP2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
FABP2	GATA4	UP	Pubmed	mouse, Mus musculus;	;17290010
FABP2	HNF1A	UP	Pubmed	human, Homo sapiens	;18440731
FABP2	SMAD2	UP	Pubmed	;mus musculus	;17290010
FABP2	SMAD3	UP	Pubmed	;mus musculus	;17290010
FABP2	SMAD4	UP	Pubmed	;mus musculus	;17290010
FABP3	PPARA	UP	Pubmed	human, Homo sapiens; Mus musculus	;16936205;
